raw_string,old_ror_name,new_ror_name,reason,chosen_score
"Affiliated Hospital of Shandong University of Traditional Chinese Medicine, Jinan, China",Affiliated Hospital of Shandong University of Traditional Chinese Medicine,Shandong University of Traditional Chinese Medicine,rule_match_disagree,1.0
"Cancer Institute, Longhua Hospital, Shanghai University of Traditional Chinese Medicine, Shanghai, China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,1.0
"Breast Surgery Department, Baoshan Hospital Affiliated to Shanghai University of Traditional Chinese Medicine, Shanghai, China",Second Affiliated Hospital of Hunan University of Traditional Chinese Medicine,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,0.83
"Department of Intensive Care Medicine, Shuguang Hospital Affiliated to Shanghai University of Traditional Chinese Medicine, Shanghai, China",Second Affiliated Hospital of Hunan University of Traditional Chinese Medicine,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,0.83
"Science and Technology Experimental Center, Shanghai University of Traditional Chinese Medicine, Shanghai, China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,1.0
"Hunan Univ Chinese Med, Key Lab Hunan Prov Integrated Tradit Chinese & Wes, Changsha, Peoples R China",Hunan University of Traditional Chinese Medicine,Hunan University of Chinese Medicine,rule_match_disagree,0.74
"Amyris Inc, Emeryville, CA 94608 USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.92
"Key Laboratory of Oncology of Traditional Chinese Medicine, Hunan University of Chinese Medicine, Changsha, 410012, China",Hebei University of Chinese Medicine,Hunan University of Chinese Medicine,rule_match_disagree,0.89
"Hunan Key Laboratory of Traditional Chinese Medicine Prescription and Syndromes Translational Medicine, Hunan University of Chinese Medicine, Changsha, 410208, China",Hebei University of Chinese Medicine,Hunan University of Chinese Medicine,rule_match_disagree,0.89
"Key Laboratory of Traditional Chinese Medicine for Mechanism of Tumor Prevention and Treatment, Hunan University of Chinese Medicine, Changsha, 410208, China",Hebei University of Chinese Medicine,Hunan University of Chinese Medicine,rule_match_disagree,0.89
"Department of Galactophore, The First Hospital of Hunan University of Chinese Medicine, Changsha, 410007, China",First Affiliated Hospital of Guangzhou University of Chinese Medicine,Hunan University of Chinese Medicine,rule_match_disagree,0.87
"Coll Med Ctr, Psychiat, Long Beach, CA 90806 USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.92
"Calif Univ Sci & Med, Sch Med, Colton, CA 92324 USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.92
"Shanghai Ctr Bioinformat Technol, Shanghai 200235, Peoples R China",Shanghai University,(unmatched),catch_all_no_rule,0.75
"Viecare Butler, Program All Inclus Care Elderly Pace, Butler, PA 16001 USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.77
"Second Mil Med Univ, Changzheng Hosp, Dept Pharm, Shanghai 200433, Peoples R China",Shanghai University,Naval Medical University,rule_match_disagree,0.75
"Guangzhou Univ Chinese Med, Inst Clin Pharmacol, 12 Jichang Rd, Guangzhou 510405, Guangdong, Peoples R China",Guangzhou University,Guangzhou University of Chinese Medicine,rule_match_disagree,1.0
"Univ Chinese Acad Sci, Coll Life Sci, Beijing 100049, Peoples R China",Changchun University of Chinese Medicine,University of Chinese Academy of Sciences,rule_match_disagree,0.72
"Shanghai Univ Tradit Chinese Med, Dept Chinese Mat Med, Shanghai 201203, Peoples R China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,0.75
"Shanghai Univ Tradit Chinese Med, Engn Res Ctr Modern Preparat Technol TCM Minist E, Shanghai 201203, Peoples R China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,0.75
"Shandong Univ Tradit Chinese Med, Pharmaceut Res Inst, Jinan 250355, Peoples R China",Shandong University,Shandong University of Traditional Chinese Medicine,rule_match_disagree,1.0
"Univ Calif San Diego, Dept Bioengn, La Jolla, CA 92093 USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.92
"Univ Calif San Diego, Skaggs Sch Pharm & Pharmaceut Sci, La Jolla, CA 92093 USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.92
"Univ Calif San Diego, Dept Biol, La Jolla, CA 92093 USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.92
"Univ Calif San Diego, Sch Med, Dept Pharmacol, La Jolla, CA 92093 USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.92
"Univ Calif San Diego, Dept Pediat, La Jolla, CA 92093 USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.92
"Univ Calif San Diego, Dept Med Nephrol, La Jolla, CA 92093 USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.92
"Analysis and Testing Center, School of Pharmacy, Second Military Medical University, Shanghai 200433, China",Second Military Medical University,Naval Medical University,rule_match_disagree,1.0
"Key Laboratory of Basic and Application Research of Beiyao, Heilongjiang University of Chinese Medicine, Heilongjiang Province, Harbin, 150040, China",Heilongjiang University,Heilongjiang University of Chinese Medicine,rule_match_disagree,1.0
"Hunan Univ Chinese Med, Coll Pharmaceut Sci, Changsha 410208, Hunan, Peoples R China",Hunan University of Traditional Chinese Medicine,Hunan University of Chinese Medicine,rule_match_disagree,0.74
"Zhenxin Community Hlth Serv Ctr, Dept Tradit Chinese Med, Shanghai 201824, Peoples R China",Shanghai University,(unmatched),catch_all_no_rule,0.75
"Shanghai Univ Tradit Chinese Med, Dept Urol Surg, Shuguang Hosp, 528 Zhangheng Rd, Shanghai 201203, Peoples R China",Shuguang Hospital,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,0.87
"Department of Gynecology, Shuguang Hospital Affiliated with Shanghai University of T.C.M, Shanghai, 200240, China",Shanghai University,(unmatched),catch_all_no_rule,1.0
"Center for Drug Clinical Research, Shanghai University of Traditional Chinese Medicine, 1200 Cailun Road, Shanghai, 201203, China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,1.0
"Chinese Acad Sci, Shanghai Inst Mat Med, Shanghai Res Ctr Modernizat Tradit Chinese Med, Shanghai 201203, Peoples R China",Shanghai University,Shanghai Institute of Materia Medica,rule_match_disagree,0.75
"Second Mil Med Univ, Dept Tradit Chinese Med, Changhai Hosp, Shanghai 200433, Peoples R China",Changhai Hospital,Naval Medical University,rule_match_disagree,0.87
"Wenzhou Med Univ, Shanghai Univ, Wenzhou Peoples Hosp, Dept Pharm,Clin Inst 3,Affiliated Hosp 3, Wenzhou 325800, Zhejiang, Peoples R China",Shanghai University,(unmatched),catch_all_no_rule,1.0
"Hunan Univ Chinese Med, Diagnost Inst Tradit Chinese Med, Dept Diag, Changsha 410208, Hunan, Peoples R China",Hunan University,Hunan University of Chinese Medicine,rule_match_disagree,1.0
"Hunan Univ Chinese Med, Dept Chem, Key Lab Modernizat Chinese Med, Changsha 410208, Hunan, Peoples R China",Hunan University of Traditional Chinese Medicine,Hunan University of Chinese Medicine,rule_match_disagree,0.74
"Hunan Univ Chinese Med, Sch Pharm, TCM & Ethnomed Innovat & Dev Lab, Changsha 410208, Hunan, Peoples R China",Hunan University of Traditional Chinese Medicine,Hunan University of Chinese Medicine,rule_match_disagree,0.74
"National TCM Key Laboratory of Serum Pharmaco-Chemistry, Heilongjiang University of Chinese Medicine, Harbin, Heilongjiang Provine, 150040, 24 Heping Road, China",Heilongjiang University,Heilongjiang University of Chinese Medicine,rule_match_disagree,1.0
"Univ Calif Irvine, Dept Clin Pharm Practice, Irvine, CA 92697 USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.92
"Department of Pharmacy, Changzheng Hospital, Naval Medical University, Shanghai, China",Shanghai Changzheng Hospital,Naval Medical University,rule_match_disagree,0.82
"Department of Gastroenterology, Changzheng Hospital, Naval Medical University, Shanghai, China",Shanghai Changzheng Hospital,Naval Medical University,rule_match_disagree,0.81
"Department of Nephrology, Changzheng Hospital, Naval Medical University, Shanghai, China",Shanghai Changzheng Hospital,Naval Medical University,rule_match_disagree,0.81
"Shanghai Key Laboratory for Pharmaceutical Metabolite Research, Changzheng Hospital, Naval Medical University, Shanghai, China",Shanghai Artificial Intelligence Laboratory,Naval Medical University,rule_match_disagree,0.86
"Naval Med Univ, Sch Pharm, Dept Pharmaceut Bot, Shanghai 200433, Peoples R China",Shanghai University,Naval Medical University,rule_match_disagree,0.75
"The First Affiliated Hospital of Zhejiang Chinese Medical University, Zhejiang, Hangzhou, 310006, China",The Third Affiliated Hospital of Zhejiang Chinese Medical University,Zhejiang Chinese Medical University,rule_match_disagree,0.95
"Shanghai Ginposome Pharmatech Co Ltd, Shanghai 201600, Peoples R China",Shanghai University,(unmatched),catch_all_no_rule,0.75
"Guangzhou Univ Chinese Med, Inst Trop Med, Guangzhou 510006, Guangdong, Peoples R China",Guangzhou University,Guangzhou University of Chinese Medicine,rule_match_disagree,1.0
"Minist Educ, Key Lab Smart Drug Delivery, Shanghai 201203, Peoples R China",Shanghai University,(unmatched),catch_all_no_rule,0.75
"E China Univ Sci & Technol, Sch Pharm, Shanghai Key Lab New Drug Design, Shanghai 200237, Peoples R China",Shanghai University,(unmatched),catch_all_no_rule,0.75
"Emiliem Inc, Emeryville, CA 94608 USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.92
"Univ Calif Berkeley, Dept Nutr Sci & Toxicol, Berkeley, CA 94720 USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.92
"Kaiser Permanente Med Ctr, Dept Pharm, Oakland, CA USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.92
"Santa Clara Valley Med Ctr, Dept Pharm, San Jose, CA 95128 USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.92
"Santa Clara Valley Med Ctr, Dept Med, San Jose, CA 95128 USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.92
"Univ Calif San Francisco, Med Ctr, Dept Clin Pharm, San Francisco, CA 94143 USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.92
"Santa Clara Valley Med Ctr, Div Rheumatol, San Jose, CA 95128 USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.92
"Santa Clara Valley Med Ctr, Dept Nursing, San Jose, CA 95128 USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.92
"Univ Calif San Francisco, Dept Clin Pharm, San Francisco, CA 94143 USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.92
"Shanghai Univ Tradit Chinese Med, Inst Interdisciplinary Integrat Med Res, Shanghai 200000, Peoples R China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,1.0
"Shanghai Univ Tradit Chinese Med, Yueyang Hosp Integrated Tradit Chinese & Western, Translat Med Ctr, Shanghai 200000, Peoples R China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,0.75
"Univ Calif San Francisco, Sch Pharm, Dept Biopharmaceut Sci, San Francisco, CA 94143 USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.92
"Shanghai Univ Tradit Chinese Med, Cardiovasc Res Inst Tradit Chinese Med, Shuguang Hosp, Shanghai, Peoples R China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,1.0
"Shanghai Univ Tradit Chinese Med, Cardiovasc Dept Tradit Chinese Med, Shuguang Hosp, Shanghai, Peoples R China",Shuguang Hospital,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,0.87
"Univ Iowa, Coll Dent, Dept Family Dent, Iowa City, IA 52242 USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.92
"Univ Iowa, Coll Dent, Dows Inst Dent Res, Iowa City, IA 52242 USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.92
"Univ Chinese Acad Sci, HwaMei Hosp, Pharm Dept, Ningbo, Zhejiang, Peoples R China",Ningbo No. 2 Hospital,University of Chinese Academy of Sciences,rule_match_disagree,0.85
"Univ Chinese Acad Sci, HwaMei Hosp, Live Oncol, Ningbo, Zhejiang, Peoples R China",Ningbo No. 2 Hospital,University of Chinese Academy of Sciences,rule_match_disagree,0.85
"Univ Calif San Francisco, Dept Epidemiol & Biostat, San Francisco, CA 94143 USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.92
"Pharmacy Department, HwaMei Hospital, University of Chinese Academy of Sciences, Ningbo, China",Ningbo No. 2 Hospital,University of Chinese Academy of Sciences,rule_match_disagree,1.0
"HwaMei Hospital, University of Chinese Academy of Sciences, Ningbo, China",Ningbo No. 2 Hospital,University of Chinese Academy of Sciences,rule_match_disagree,1.0
"Experiment Center For Teaching and Learning, Shanghai University of Traditional Chinese Medicine, Cailun Road, Pudong New Area, Shanghai, China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,1.0
"Experiment Center For Science and Technology, Shanghai University of Traditional Chinese Medicine, Cailun Road, Pudong New Area, Shanghai, China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,1.0
"Hemopathy Department, Yueyang Hospital, Shanghai University of Traditional Chinese Medicine, Shanghai 200437, China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,1.0
First Affiliated Hospital of Guangzhou University of Chinese Medicine,First Affiliated Hospital of Guangzhou University of Chinese Medicine,Guangzhou University of Chinese Medicine,rule_match_disagree,1.0
Affiliated Hospital of Liaoning University of Traditional Chinese Medicine,Affiliated Hospital of Liaoning University of Traditional Chinese Medicine,Liaoning University of Traditional Chinese Medicine,rule_match_disagree,1.0
"Shanghai Univ Tradit Chinese Med, Peoples Hosp 7, Dept Clin Lab, Shanghai, Peoples R China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,0.67
"Shanghai Univ Tradit Chinese Med, Inst Chinese Mat Med, Key Lab Standardizat Chinese Med, Shanghai Key Lab Cpd Chinese Med, Minist Educ, Shanghai 201203, Peoples R China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,0.75
"Chinese Acad Sci, Zhongshan Inst Drug Discovery, Shanghai Inst Mat Med, Zhongshan, Peoples R China",People’s Hospital of Rizhao,Shanghai Institute of Materia Medica,rule_match_disagree,0.57
"Dongzhimen Hospital Affiliated to Beijing University of Chinese Medicine, Beijing, 100700, China",Dongzhimen Hospital Affiliated to Beijing University of Chinese Medicine,Beijing University of Chinese Medicine,rule_match_disagree,1.0
"Affiliated Hospital of Nanjing University of Chinese Medicine, NO. 155 HanZhong Rd., Jiangsu Province, Nanjing, 210029, China",Nanjing University,Nanjing University of Chinese Medicine,rule_match_disagree,1.0
"Key Laboratory of Theory and Therapy of Muscles and Bones, Ministry of Education (Shanghai University of Traditional Chinese Medicine), 1200 Cailun Road, Shanghai, 201203, China",Second Affiliated Hospital of Hunan University of Traditional Chinese Medicine,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,0.69
"Hunan Univ Chinese Med, Sch Med, Dept Microbiol, Changsha 410208, Hunan, Peoples R China",Hunan University of Traditional Chinese Medicine,Hunan University of Chinese Medicine,rule_match_disagree,0.74
"School of Acupuncture, Moxibustion & Tuina, Hunan University of Chinese Medicine, Changsha, China",Hebei University of Chinese Medicine,Hunan University of Chinese Medicine,rule_match_disagree,0.89
"School of Integrated Chinese and Western Medicine, Hunan University of Chinese Medicine & Hunan Academy of Chinese Medicine, Changsha, 410208 & 410006, China",Hebei University of Chinese Medicine,Hunan University of Chinese Medicine,rule_match_disagree,0.89
"Department of Encephalopathy, The second Affiliated Hospital of Shandong University of Traditional Chinese Medicine, Shandong, Ji’nan, China",Shandong University,Shandong University of Traditional Chinese Medicine,rule_match_disagree,1.0
"Hunan Province Sino-US International Joint Research Center for Therapeutic Drugs of Senile Degenerative Diseases, Hunan University of Chinese Medicine, Changsha, 410208, China",Hunan University,Hunan University of Chinese Medicine,rule_match_disagree,1.0
"Hunan Engineering Technology Research Center for Bioactive Substance Discovery of Chinese Medicine, Hunan University of Chinese Medicine, Changsha, 410208, China",Hebei University of Chinese Medicine,Hunan University of Chinese Medicine,rule_match_disagree,0.89
"Department of Oncology, The Second Affiliated Hospital of Zhejiang Chinese Medical University, Hangzhou, 310005, China",Second Affiliated Hospital of Zhejiang University,Zhejiang Chinese Medical University,rule_match_disagree,0.86
"Shanghai Univ Tradit Chinese Med, Sci & Technol Expt Ctr, Shanghai 201203, Peoples R China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,0.75
"Shanghai Key Lab Gene Editing & Cell Therapy Rare, Shanghai 200031, Peoples R China",Shanghai University,(unmatched),catch_all_no_rule,0.75
"Beijing University of Chinese Medicine Third Affiliated Hospital, Beijing, China",Beijing University of Technology,Beijing University of Chinese Medicine,rule_match_disagree,0.78
"Beijing Univ Chinese Med, Key Lab Chinese Internal Med, MOE, 5 Haiyuncang Hutong, Beijing 100105, Peoples R China",Ministry of Education,Beijing University of Chinese Medicine,rule_match_disagree,1.0
